id,state,bill_number,name,most_recent_action,action_date,current_legislative_status,categories,bill_track_link,legislative_sessions,summary,number_of_sponsors,trifecta_status,sponsors_partisan_affiliations
838,LA,HB6,Provides relative to the election districts for the Board of Elementary and Secondary Education (Item #4),"Read by title, under the rules, referred to the Committee on House and Governmental Affairs.",2022-02-04,Introduced,Redistricting,https://www.billtrack50.com/billdetail/1446988,2022,<p>This bill would provide for the redistricting of the State Board of Elementary and Secondary Education districts.<br></p>,1,Divided,Democratic
855,LA,SB6,Provides for the redistricting of Congress. (Item #3),Introduced in the Senate; read by title. Rules suspended. Read second time and referred to the committee on Senate and Governmental Affairs.,2022-02-01,Introduced,Redistricting,https://www.billtrack50.com/billdetail/1443220,2022,<p>This bill sets forth a redistricting plan for congressional districts in the State of Louisiana and those state and local offices reliant on congressional districts.&nbsp;<br></p>,13,Divided,Democratic
840,LA,SB10,Provides for the redistricting of Congress. (Item #3),Introduced in the Senate; read by title. Rules suspended. Read second time and referred to the committee on Senate and Governmental Affairs.,2022-02-01,Introduced,Redistricting,https://www.billtrack50.com/billdetail/1444178,2022,<p>This bill sets forth a redistricting plan for congressional districts in the State of Louisiana and those state and local offices reliant on congressional districts.&nbsp;<br></p>,13,Divided,Democratic
849,LA,SB20,Provides for the redistricting of Congress. (Item #3),Introduced in the Senate; read by title. Rules suspended. Read second time and referred to the committee on Senate and Governmental Affairs.,2022-02-01,Introduced,Redistricting,https://www.billtrack50.com/billdetail/1444168,2022,<p>This bill sets forth a redistricting plan for congressional districts in the State of Louisiana and those state and local offices reliant on congressional districts.&nbsp;<br></p>,1,Divided,Republican
964,MA,S443,Allowing parties to nominate candidates to their own primaries by additional means,"Accompanied a study order, see H5026",2022-09-12,Introduced,"Ballot access for parties,Primary systems",https://www.billtrack50.com/billdetail/1363997,2022,<p>This bill allows parties to nominate candidates to their own primaries in ways other than nomination papers.&nbsp;</p><p><br></p>,1,Divided,Democratic
966,MA,S445,To allow parties to permit candidates to run for more than one office in their own primaries,"Accompanied a study order, see H5026",2022-09-12,Introduced,"Ballot access for candidates,Primary systems",https://www.billtrack50.com/billdetail/1364486,2022,<p>This bill allows state parties to permit candidates to run for more than one office in their own primaries.</p>,1,Divided,Democratic
967,MA,S446,To allow parties to accept certain nomination signatures from enrolled members of other parties,"Accompanied a study order, see H5026",2022-09-12,Introduced,"Ballot access for candidates,Ballot access for parties",https://www.billtrack50.com/billdetail/1362976,2022,<p>This bill allows parties to accept nomination signatures from enrolled members of other parties.</p>,1,Divided,Democratic
968,MA,S447,To allow parties to permit enrolled members of other parties to run in their own primary,"Accompanied a study order, see H5026",2022-09-12,Introduced,"Ballot access for parties,Primary systems",https://www.billtrack50.com/billdetail/1363115,2022,<p>This bill allows parties to permit enrolled members of other parties to run in their own primary.&nbsp;</p><p><br></p>,1,Divided,Democratic
959,MA,S438,To allow political parties to self govern,"Accompanied a study order, see H5026",2022-09-12,Introduced,Ballot access for parties,https://www.billtrack50.com/billdetail/1362708,2022,"<p>This bill allows political parties to self govern the number of committee members and district requirements for representation on the state party committee, so long as the party's rules are provided to the Secretary of State and voters enrolled in the party are able to approve or dissaprove of the changes directly or indirectly.&nbsp;<br></p>",1,Divided,Democratic
963,MA,S442,To allow political parties to permit voters enrolled in other parties to vote in their primaries,"Accompanied a study order, see H5026",2022-09-12,Introduced,"Ballot access for parties,Primary systems",https://www.billtrack50.com/billdetail/1362851,2022,<p>This bill allows political party committees to permit voters enrolled in other parties to vote in their primaries.&nbsp;</p><p><br></p>,1,Divided,Democratic
965,MA,S444,To allow parties to permit multiple candidates on nomination petitions in their own primaries,"Accompanied a study order, see H5026",2022-09-12,Introduced,"Ballot access for candidates,Primary systems",https://www.billtrack50.com/billdetail/1361202,2022,<p>This bill allows state party committees to permit multiple candidates in their state primary to appear on nominating papers so long as the committee alerts the Secretary of State no later than the first day that nomination papers are required to be available.</p>,1,Divided,Democratic
962,MA,S441,To authorize the acceptance of filing fees in lieu of signatures on nomination papers,"Accompanied a study order, see H5026",2022-09-12,Introduced,Ballot access for candidates,https://www.billtrack50.com/billdetail/1363481,2022,<p>This bill allows for the acceptance of a $1.00 fee in lieu of any number of signatures required on any nomination papers for any office.<br></p>,1,Divided,Democratic
960,MA,S439,To allow chairs of political parties to release candidates from certain enrollment requirements,"Accompanied a study order, see H5026",2022-09-12,Introduced,Ballot access for parties,https://www.billtrack50.com/billdetail/1364702,2022,<p>This bill allows political parties chairs to release candidates from party enrollment requirements.</p>,1,Divided,Democratic
961,MA,S440,To allow electronic and blockchain signatures on nomination papers,"Accompanied a study order, see H5026",2022-09-12,Introduced,Ballot access for candidates,https://www.billtrack50.com/billdetail/1362368,2022,<p>This bill allows electronic and blockchain signatures on candidate nomination papers.&nbsp;</p><p><br></p>,1,Divided,Democratic
3037,MA,S2924,"Fostering voter opportunities, trust, equity and security","Signed by the Governor, Chapter 92 of the Acts of 2022",2022-06-23,Enacted,"Absentee/mail-in voting eligibility,Early voting eligibility,Early voting administration,Early voting duration,Voter participation deadlines,Voter registration",https://www.billtrack50.com/billdetail/1488508/28011,2022,"<p>This bill makes a number of changes to the state's election laws, including, but not limited to, the following:</p><p><ul><li>Allowing all voters to cast absentee/mail-in ballots;&nbsp;&nbsp;</li><li>Establishing in-person early voting for two weeks before state general elections and one week before presidential and state primary elections; and</li><li>Moving the voter registration deadline from 20 days before Election Day to 10 days before Election Day.&nbsp;</li></ul></p>",37,Divided,Democratic
4907,MD,HB645,Election Law - Electronic Ballot Return System - Study and Request for Proposals,House Ways and Means Hearing (13:00:00 13:00:00 ),2023-02-28,Introduced,"Reporting,Absentee/mail-in voter assistance,Military/UOCAVA voting,Digital/electronic voting",https://www.billtrack50.com/billdetail/1560059,2023,"<p>As introduced, this bill:</p><ul><li>Requires the Department of Legislative Services, in consultation with certain experts, to complete a study about the creation of an electronic ballot return system.</li><li>Lists items to be included in the study, such as the impact on voters with disabilities and absent overseas uniformed voters, best practices for accessibility and security for returning ballots, integration into existing infrastructure, voter eligibility in other states, mechanisms for opting in to electronic returns, and changes necessary to existing election law.</li><li>Requires a report be submitted by December 1, 2023.</li><li>Requires the State Board to issue a request for proposals for an electronic ballot return system by January 1, 2024. <br></li></ul>",32,Democratic,Bipartisan
